uid rid mid hand crux k1 k2 k3 k4 hold.goodness cross big.move match
0 233 21 left false 1 1 1 1 0 false false false
0 233 22 right false 1 1 1 1 0 false false false
0 233 23 left false 4 78 5 88 -1 false false false
0 233 24 right false 1 1 1 1 0 false false false
0 233 25 left false 1 1 1 1 0 false false false
0 234 0 left false 1 1 1 1 0 false false false
0 234 1 left false 1 1 1 1 0 false false false
0 234 2 right false 11 135 35 159 1 false false false
0 234 3 right false 34 65 87 160 0 false false false
0 234 4 left false 1 1 1 1 0 false false true
0 234 5 right false 12 18 14 19 0 false false false
0 234 6 left false 3 25 22 27 0 false false false
0 234 7 right false 21 136 27 161 -1 false false false
0 234 8 left false 24 38 31 42 0 false false false
0 234 9 right false 24 38 31 42 0 false false false
0 235 0 left false 1 1 1 1 0 false false false
0 235 1 left false 1 1 1 1 0 false false false
0 235 2 right false 11 135 35 159 1 false false false
0 235 3 right false 34 65 87 160 0 false false false
0 235 4 left false 1 1 1 1 0 false false true
0 235 5 right false 12 18 14 19 0 false false false
0 235 6 left false 3 25 22 27 0 false false false
0 235 7 right false 21 136 27 161 -1 false false false
0 235 8 left false 24 38 31 42 0 false false false
0 235 9 right false 24 38 31 42 0 false false false
0 236 0 left false 1 1 1 1 0 false false false
0 236 2 left false 1 1 1 1 0 false false false
0 236 3 left false 1 1 1 1 0 false false false
0 236 4 left false 1 1 1 1 0 false false false
0 236 5 right false 11 135 35 159 1 false false false
0 236 6 right false 34 65 87 160 0 false false false
0 236 7 left false 1 1 1 1 0 false false true
0 236 8 right false 12 18 14 19 0 false false false
0 236 9 left false 3 25 22 27 0 false false false
0 237 1 right false 10 13 88 162 0 false true false
0 237 2 left false 18 27 20 30 0 false false false
0 237 3 right false 2 2 3 3 0 false false true
0 237 4 left false 1 29 41 61 1 false true false
0 238 1 left false 60 137 89 163 0 false false false
0 238 2 right false 3 25 22 27 0 false false false
0 238 3 left false 24 38 31 42 0 false false false
0 238 4 right false 24 38 31 42 0 false false true
0 238 5 left false 11 15 13 16 0 false false false
0 238 6 right false 61 138 90 164 0 false false false
0 238 7 left false 2 2 3 3 0 false false true
0 238 8 right false 3 25 22 27 0 false false false
0 238 9 left false 62 139 91 165 0 false false false
0 238 10 right true 62 139 92 166 0 false true false
0 238 11 left false 18 27 20 30 0 false false false
0 238 12 right false 1 1 1 1 0 false false false
0 238 13 left false 1 1 1 1 0 false false true
0 238 14 right false 11 15 13 16 0 false false false
0 238 15 left false 4 5 5 6 0 false false false
0 238 16 left false 45 92 63 105 0 false false false
0 238 17 right false 8 11 50 85 0 true false false
0 238 18 left false 60 137 89 163 0 false false false
0 238 19 right false 1 1 1 1 0 false false false
0 238 20 left false 60 137 89 163 0 false false false
0 238 21 right false 11 15 13 16 0 false false false
0 238 22 left false 60 137 89 163 0 false false false
0 238 23 right false 11 15 13 16 0 false false false
0 238 24 right false 17 23 19 24 0 false false false
0 240 1 left false 1 1 1 1 0 false false true
0 240 2 right false 1 1 1 1 0 false false true
0 240 3 right false 63 140 93 167 0 false false false
0 240 4 left false 11 141 13 168 -1 false false false
0 240 5 right false 64 142 94 169 0 false false false
0 240 6 left false 22 143 28 170 -1 false false false
0 240 7 left false 24 38 31 42 0 false false false
0 240 8 right false 24 38 31 42 0 false false false
0 240 9 left false 37 105 52 121 0 false false true
0 240 10 right false 4 144 5 171 -1 false false false
0 240 11 left false 65 145 95 172 0 false false false
0 240 12 right false 65 145 95 172 0 false false false
0 240 13 left false 1 108 1 124 -1 false false false
0 240 14 right false 4 5 5 6 0 false false false
0 240 15 left false 11 15 13 16 0 false false false
0 240 16 right false 4 5 5 6 0 false false false
0 240 17 right false 66 146 96 173 0 false false false
0 240 18 left false 66 146 96 173 0 false false true
0 240 19 right true 4 147 5 174 -2 false false false
0 240 20 left true 4 147 5 174 -2 false false false
0 240 21 right true 24 77 31 87 -1 false false false
0 240 22 right false 3 25 22 27 0 false false false
0 240 23 left false 1 1 1 1 0 false false false
0 240 24 right false 1 1 1 1 0 false false true
0 240 25 left false 4 5 5 6 0 false false false
0 240 26 right false 4 5 5 6 0 false false false
0 240 27 left false 60 137 89 163 0 false false false
0 240 28 right false 24 38 31 42 0 false false false
0 240 29 left false 60 137 89 163 0 false false false
0 240 30 right false 36 80 51 90 0 false false false
0 240 31 left false 17 23 97 175 0 false true false
0 241 0 left false 11 141 13 168 -1 false false false
0 241 1 right false 64 142 94 169 0 false false false
0 241 2 left false 22 143 28 170 -1 false false false
0 241 3 right false 24 38 31 42 0 false false true
0 241 4 left false 11 15 13 16 0 false false false
0 241 5 right false 61 138 90 164 0 false false false
0 241 6 left false 61 138 90 164 0 false false true
0 241 7 right false 3 25 22 27 0 false false false
0 241 8 left false 62 139 91 165 0 false false false
0 241 9 right false 65 145 95 172 0 false false false
0 241 10 left false 1 108 1 124 -1 false false false
0 241 11 right false 4 5 5 6 0 false false false
0 241 12 left false 11 15 13 16 0 false false false
0 241 13 right false 66 146 96 173 0 false false false
0 241 14 left false 66 146 96 173 0 false false true
0 241 15 right false 4 147 5 174 -2 false false false
0 241 16 left false 4 147 5 174 -2 false false false
0 241 17 right false 24 77 31 87 -1 false false false
0 241 18 left false 60 137 89 163 0 false false false
0 241 19 right false 1 1 1 1 0 false false false
0 241 20 left false 60 137 89 163 0 false false false
0 241 21 left false 60 137 89 163 0 false false false
0 241 22 right false 11 15 13 16 0 false false false
0 241 23 right false 17 23 19 24 0 false false false
0 241 24 right false 24 38 31 42 0 false false false
0 241 25 left false 60 137 89 163 0 false false false
0 241 26 right false 36 80 51 90 0 false false false
0 241 27 left false 17 23 97 175 0 false true false
0 241 28 left false 11 141 13 168 -1 false false false
0 241 29 right false 3 25 22 27 0 false false false
0 241 30 left false 24 38 31 42 0 false false false
0 241 31 left false 11 15 13 16 0 false false false
0 241 32 right false 61 138 90 164 0 false false false
0 241 33 right false 4 144 5 171 -1 false false false
0 241 34 left false 65 145 95 172 0 false false false
0 241 35 right false 65 145 95 172 0 false false false
0 241 36 left false 1 108 1 124 -1 false false false
0 241 37 right false 4 5 5 6 0 false false false
0 241 38 left false 11 15 13 16 0 false false false
0 241 39 right false 4 5 5 6 0 false false false
0 241 40 right false 4 5 5 6 0 false false false
0 241 41 right false 66 146 96 173 0 false false false
0 241 42 right false 66 146 96 173 0 false false false
0 241 43 left false 66 146 96 173 0 false false true
0 241 44 right false 4 147 5 174 -2 false false false
0 241 45 left false 4 147 5 174 -2 false false false
0 241 46 right false 3 25 22 27 0 false false false
0 241 47 left false 1 1 1 1 0 false false false
0 241 48 right false 1 1 1 1 0 false false true
0 241 49 left false 4 5 5 6 0 false false false
0 241 50 right false 4 5 5 6 0 false false false
0 241 51 right false 24 38 31 42 0 false false false
0 241 52 right false 24 38 31 42 0 false false false
0 241 53 left false 60 137 89 163 0 false false false
0 241 54 left false 60 137 89 163 0 false false false
0 242 0 left false 11 141 13 168 -1 false false false
0 242 1 right false 64 142 94 169 0 false false false
0 242 2 left false 22 143 28 170 -1 false false false
0 242 3 right false 24 38 31 42 0 false false true
0 242 4 left false 11 15 13 16 0 false false false
0 242 5 right false 61 138 90 164 0 false false false
0 242 6 left false 61 138 90 164 0 false false true
0 242 7 right false 3 25 22 27 0 false false false
0 242 8 left false 62 139 91 165 0 false false false
0 242 9 right false 65 145 95 172 0 false false false
0 242 10 left false 1 108 1 124 -1 false false false
0 242 11 right false 4 5 5 6 0 false false false
0 242 12 left false 11 15 13 16 0 false false false
0 242 13 right false 66 146 96 173 0 false false false
0 242 14 left false 66 146 96 173 0 false false true
0 242 15 right false 4 147 5 174 -2 false false false
0 242 16 left false 4 147 5 174 -2 false false false
0 242 17 right false 24 77 31 87 -1 false false false
0 242 18 left false 60 137 89 163 0 false false false
0 242 19 right false 1 1 1 1 0 false false false
0 242 20 left false 60 137 89 163 0 false false false
0 242 21 left false 60 137 89 163 0 false false false
0 242 22 right false 11 15 13 16 0 false false false
0 242 23 right false 17 23 19 24 0 false false false
0 242 24 right false 24 38 31 42 0 false false false
0 242 25 left false 60 137 89 163 0 false false false
0 242 26 right false 36 80 51 90 0 false false false
0 242 27 left false 17 23 97 175 0 false true false
0 242 28 left false 11 141 13 168 -1 false false false
0 242 29 right false 3 25 22 27 0 false false false
0 242 30 left false 24 38 31 42 0 false false false
0 242 31 left false 11 15 13 16 0 false false false
0 242 32 right false 61 138 90 164 0 false false false
0 242 33 right false 4 144 5 171 -1 false false false
0 242 34 left false 65 145 95 172 0 false false false
0 242 35 right false 65 145 95 172 0 false false false
0 242 36 left false 1 108 1 124 -1 false false false
0 242 37 right false 4 5 5 6 0 false false false
0 242 38 left false 11 15 13 16 0 false false false
0 242 39 right false 4 5 5 6 0 false false false
0 242 40 right false 4 5 5 6 0 false false false
0 242 41 right false 66 146 96 173 0 false false false
0 242 42 right false 66 146 96 173 0 false false false
0 242 43 left false 66 146 96 173 0 false false true
0 242 44 right false 4 147 5 174 -2 false false false
0 242 45 left false 4 147 5 174 -2 false false false
0 242 46 right false 3 25 22 27 0 false false false
0 242 47 left false 1 1 1 1 0 false false false
0 242 48 right false 1 1 1 1 0 false false true
0 242 49 left false 4 5 5 6 0 false false false
0 242 50 right false 4 5 5 6 0 false false false
0 242 51 right false 24 38 31 42 0 false false false
0 242 52 right false 24 38 31 42 0 false false false
0 242 53 left false 60 137 89 163 0 false false false
0 242 54 left false 60 137 89 163 0 false false false
0 243 1 right false 24 38 31 42 0 false false false
0 243 2 left false 24 38 31 42 0 false false false
0 243 3 right true 24 38 31 42 0 false false true
0 243 4 right false 4 5 5 6 0 false false false
0 243 5 left false 4 5 5 6 0 false false false
0 243 6 right false 9 12 11 13 0 false false false
0 244 0 right false 24 38 31 42 0 false false false
0 244 1 right false 24 38 31 42 0 false false false
0 244 2 left false 24 38 31 42 0 false false false
0 244 3 right false 4 5 5 6 0 false false false
0 244 4 left false 4 5 5 6 0 false false false
0 244 5 right false 9 12 11 13 0 false false false
0 246 1 left false 4 5 5 6 0 false false false
0 246 2 right false 4 5 5 6 0 false false false
0 246 3 left false 1 1 1 1 0 false false false
0 246 4 right false 1 1 1 1 0 false false true
0 246 5 left false 4 5 5 6 0 false false false
0 246 6 right false 17 23 19 24 0 false false false
0 247 0 left false 4 5 5 6 0 false false false
0 247 1 left false 4 5 5 6 0 false false false
0 247 2 right false 4 5 5 6 0 false false false
0 247 3 right false 1 1 1 1 0 false false true
0 247 4 left false 4 5 5 6 0 false false false
0 247 5 right false 17 23 19 24 0 false false false
0 285 1 right false 11 15 79 143 0 true false false
0 285 2 left false 4 41 5 45 -1 false false false
0 285 3 right false 26 148 98 176 -1 true false false
0 285 4 left false 2 2 3 3 0 false false true
0 285 5 right false 3 25 22 27 0 false false false
0 285 6 left false 3 149 22 177 -1 false false false
0 285 7 right false 3 25 22 27 0 false false false
0 256 1 left false 1 1 1 1 0 false false false
0 256 2 right false 60 137 89 163 0 false false false
0 256 3 left false 12 18 14 19 0 false false false
0 256 4 right false 24 38 31 42 0 false false false
0 256 5 right false 12 18 14 19 0 false false true
0 256 6 left false 67 150 99 178 -1 false false false
0 256 7 right false 24 38 31 42 0 false false false
0 256 8 left false 67 150 99 178 -1 false false false
0 256 9 right false 24 38 60 102 0 true false false
0 256 10 left false 24 38 31 42 0 false false true
0 256 11 left false 68 151 100 179 0 false false false
0 285 8 left false 37 106 52 122 -2 false false false
0 285 9 right false 37 152 85 180 -1 true false false
0 285 10 left false 3 111 22 129 -1 false false false
0 285 11 right false 2 2 3 3 0 false false true
0 285 12 right true 4 41 5 45 -1 false false false
0 285 13 left false 24 38 31 42 0 false false false
0 289 0 right false 11 15 13 16 0 false false false
0 289 1 right false 11 15 13 16 0 false false false
0 289 2 right false 11 15 13 16 0 false false false
0 289 3 right false 11 15 13 16 0 false false false
0 289 4 left false 37 105 52 121 0 false false false
0 289 5 right false 11 124 13 145 -2 false false false
0 289 6 left false 37 106 52 122 -2 false false false
0 261 1 left false 1 47 1 51 -1 false false false
0 261 2 right false 1 47 21 83 -1 true false false
0 261 3 left false 26 40 33 44 0 false false false
0 261 4 right false 3 25 22 27 0 false false false
0 261 5 left false 1 1 1 1 0 false false false
0 261 6 right false 1 1 1 1 0 false false true
0 261 7 right false 1 153 1 181 -1 false false false
0 261 8 left false 46 154 64 182 -1 false false true
0 261 9 left false 1 47 1 51 -1 false false false
0 261 10 right false 1 47 21 83 -1 true false false
0 261 11 left true 24 155 42 183 1 false false false
0 261 12 right true 24 38 31 42 0 false false false
0 261 13 left true 24 38 31 42 0 false false true
0 261 14 right true 62 139 91 165 0 false false false
0 261 15 left false 1 1 21 26 0 true false false
0 261 16 right false 1 1 1 1 0 false false true
0 261 17 left false 4 5 5 6 0 false false false
0 261 18 right false 4 5 5 6 0 false false false
0 261 19 right false 1 1 1 1 0 false false false
0 261 20 left false 1 1 21 26 0 true false false
0 262 0 left false 1 47 1 51 -1 false false false
0 262 1 left false 1 47 1 51 -1 false false false
0 262 2 right false 1 47 21 83 -1 true false false
0 262 3 right false 3 25 22 27 0 false false false
0 262 4 left false 1 1 1 1 0 false false false
0 262 5 right false 1 1 1 1 0 false false true
0 262 6 right false 1 153 1 181 -1 false false false
0 262 7 left false 46 154 64 182 -1 false false true
0 262 8 left false 1 47 1 51 -1 false false false
0 262 9 right false 1 47 21 83 -1 true false false
0 262 10 left false 24 155 42 183 1 false false false
0 262 11 right false 24 38 31 42 0 false false false
0 262 12 left false 24 38 31 42 0 false false true
0 262 13 right false 62 139 91 165 0 false false false
0 262 14 right false 62 139 91 165 0 false false false
0 262 15 left false 1 1 21 26 0 true false false
0 262 16 right false 1 1 1 1 0 false false true
0 262 17 left false 4 5 5 6 0 false false false
0 262 18 right false 4 5 5 6 0 false false false
0 262 19 right false 1 1 1 1 0 false false false
0 263 0 left false 1 47 1 51 -1 false false false
0 263 1 left false 1 47 1 51 -1 false false false
0 263 2 right false 1 47 21 83 -1 true false false
0 263 3 right false 3 25 22 27 0 false false false
0 263 4 left false 1 1 1 1 0 false false false
0 263 5 right false 1 1 1 1 0 false false true
0 263 6 right false 1 153 1 181 -1 false false false
0 263 7 left false 46 154 64 182 -1 false false true
0 263 8 left false 1 47 1 51 -1 false false false
0 263 9 right false 1 47 21 83 -1 true false false
0 263 10 left false 24 155 42 183 1 false false false
0 263 11 right false 24 38 31 42 0 false false false
0 263 12 left false 24 38 31 42 0 false false true
0 263 13 right false 62 139 91 165 0 false false false
0 263 14 right false 62 139 91 165 0 false false false
0 263 15 left false 1 1 21 26 0 true false false
0 263 16 right false 1 1 1 1 0 false false true
0 263 17 left false 4 5 5 6 0 false false false
0 263 18 right false 4 5 5 6 0 false false false
0 263 19 right false 1 1 1 1 0 false false false
0 264 0 left false 1 47 1 51 -1 false false false
0 264 1 left false 1 47 1 51 -1 false false false
0 264 2 right false 1 47 21 83 -1 true false false
0 264 3 right false 3 25 22 27 0 false false false
0 264 4 left false 1 1 1 1 0 false false false
0 264 5 right false 1 1 1 1 0 false false true
0 264 6 right false 1 153 1 181 -1 false false false
0 264 7 left false 46 154 64 182 -1 false false true
0 264 8 left false 1 47 1 51 -1 false false false
0 264 9 right false 1 47 21 83 -1 true false false
0 264 10 left false 24 155 42 183 1 false false false
0 264 11 right false 24 38 31 42 0 false false false
0 264 12 left false 24 38 31 42 0 false false true
0 264 13 right false 62 139 91 165 0 false false false
0 264 14 right false 62 139 91 165 0 false false false
0 264 15 left false 1 1 21 26 0 true false false
0 264 16 right false 1 1 1 1 0 false false true
0 264 17 left false 4 5 5 6 0 false false false
0 264 18 right false 4 5 5 6 0 false false false
0 264 19 right false 1 1 1 1 0 false false false
0 265 0 left false 1 47 1 51 -1 false false false
0 265 1 left false 1 47 1 51 -1 false false false
0 265 2 right false 1 47 21 83 -1 true false false
0 265 3 right false 3 25 22 27 0 false false false
0 265 4 left false 1 1 1 1 0 false false false
0 265 5 right false 1 1 1 1 0 false false true
0 265 6 right false 1 153 1 181 -1 false false false
0 265 7 left false 46 154 64 182 -1 false false true
0 265 8 left false 1 47 1 51 -1 false false false
0 265 9 right false 1 47 21 83 -1 true false false
0 265 10 left false 24 155 42 183 1 false false false
0 265 11 right false 24 38 31 42 0 false false false
0 265 12 left false 24 38 31 42 0 false false true
0 265 13 right false 62 139 91 165 0 false false false
0 265 14 right false 62 139 91 165 0 false false false
0 265 15 left false 1 1 21 26 0 true false false
0 265 16 right false 1 1 1 1 0 false false true
0 265 17 left false 4 5 5 6 0 false false false
0 265 18 right false 4 5 5 6 0 false false false
0 265 19 right false 1 1 1 1 0 false false false
0 266 1 right false 24 38 57 99 0 false true false
0 266 2 left false 1 1 1 1 0 false false false
0 266 3 right false 4 5 29 38 0 true false false
0 266 4 right false 31 55 40 60 0 false false false
0 266 5 left false 3 25 22 27 0 false false false
0 266 6 right false 31 55 40 60 0 false false false
0 266 7 right false 4 5 5 6 0 false false false
0 266 8 left false 4 5 5 6 0 false false true
0 266 9 left true 24 38 57 99 0 false true false
0 266 10 left false 69 156 101 184 -1 false false false
0 266 11 right false 4 5 5 6 0 false false false
0 266 12 left true 24 38 31 42 0 false false false
0 268 0 right false 24 38 57 99 0 false true false
0 268 1 right false 24 38 57 99 0 false true false
0 268 2 left false 1 1 1 1 0 false false false
0 268 3 right false 31 55 40 60 0 false false false
0 268 4 left false 3 25 22 27 0 false false false
0 268 5 right false 31 55 40 60 0 false false false
0 268 6 right false 4 5 5 6 0 false false false
0 268 7 left false 4 5 5 6 0 false false true
0 268 8 left false 24 38 57 99 0 false true false
0 268 9 left false 69 156 101 184 -1 false false false
0 268 10 right false 4 5 5 6 0 false false false
0 268 11 left false 24 38 31 42 0 false false false
0 269 0 right false 24 38 57 99 0 false true false
0 269 1 right false 24 38 57 99 0 false true false
0 269 2 right false 24 38 57 99 0 false true false
0 269 3 right false 31 55 40 60 0 false false false
0 269 4 left false 3 25 22 27 0 false false false
0 269 5 right false 31 55 40 60 0 false false false
0 269 6 right false 4 5 5 6 0 false false false
0 269 7 left false 4 5 5 6 0 false false true
0 269 8 left false 24 38 57 99 0 false true false
0 269 9 left false 69 156 101 184 -1 false false false
0 269 10 right false 4 5 5 6 0 false false false
0 269 11 left false 24 38 31 42 0 false false false
0 270 1 right false 23 49 38 53 0 false false true
0 270 2 left false 16 157 18 185 0 false false false
0 270 3 right false 12 18 14 19 0 false false false
0 270 4 left false 23 49 38 53 0 false false false
0 270 5 right false 0 0 0 0 0 false false false
0 270 6 left false 0 0 0 0 0 false false false
0 270 7 right false 0 0 0 0 0 false false false
0 270 8 left true 3 25 22 27 0 false false false
0 270 9 right false 0 0 0 0 0 false false false
0 270 10 right false 11 107 13 123 -1 false false false
0 270 11 left false 0 0 0 0 0 false false false
0 270 12 left false 1 1 1 1 0 false false false
0 286 0 right false 11 15 79 143 0 true false false
0 286 1 left false 4 41 5 45 -1 false false false
0 286 2 right false 26 148 98 176 -1 true false false
0 286 3 left false 1 1 1 1 0 false false false
0 286 4 right false 4 5 5 6 0 false false false
0 286 5 left false 0 0 0 0 0 false false false
0 286 6 left false 1 1 1 1 0 false false false
0 286 7 right false 4 5 29 38 0 true false false
0 286 8 left false 11 15 13 16 0 false false false
0 286 9 right false 37 152 85 180 -1 true false false
0 286 10 left false 3 111 22 129 -1 false false false
0 286 11 right false 3 111 22 129 -1 false false true
0 286 12 right false 4 41 5 45 -1 false false false
0 286 13 left false 24 38 31 42 0 false false false
0 286 14 left false 24 38 31 42 0 false false false
0 286 15 right false 4 41 5 45 -1 false false false
0 286 16 right false 11 15 13 16 0 false false false
0 286 17 left false 37 105 52 121 0 false false false
0 286 18 right false 11 124 13 145 -2 false false false
0 286 19 left false 37 106 52 122 -2 false false false
0 286 20 right false 4 41 5 45 -1 false false false
0 286 21 left false 11 107 13 123 -1 false false false
0 286 22 right false 12 18 14 19 0 false false false
0 286 23 right false 1 108 1 124 -1 false false false
0 286 24 left false 1 108 1 124 -1 false false true
0 286 25 right false 4 41 5 45 -1 false false false
0 286 26 right false 4 41 5 45 -1 false false false
0 286 27 left false 4 41 5 45 -1 false false false
0 286 28 right false 11 15 79 143 0 true false false
0 286 29 right false 31 55 40 60 0 false false false
0 286 30 right false 4 5 5 6 0 false false false
0 286 31 right false 4 5 5 6 0 false false false
0 286 32 left false 0 0 0 0 0 false false false
0 286 33 right false 3 25 22 27 0 false false false
0 286 34 left false 37 106 52 122 -2 false false false
0 286 35 right false 37 152 85 180 -1 true false false
0 286 36 left false 3 111 22 129 -1 false false false
0 286 37 right false 3 111 22 129 -1 false false true
0 286 38 right false 4 41 5 45 -1 false false false
0 286 39 left false 24 38 31 42 0 false false false
0 289 7 right false 4 41 5 45 -1 false false false
0 289 8 left false 0 0 0 0 0 false false false
0 289 9 left false 11 107 13 123 -1 false false false
0 289 10 right false 12 18 14 19 0 false false false
0 289 11 right false 1 108 1 124 -1 false false false
0 291 0 left false 11 109 13 125 -1 false false false
0 291 1 left false 11 109 13 125 -1 false false false
0 291 2 right false 4 5 5 6 0 false false false
0 275 1 left false 70 158 102 186 0 false false false
0 275 2 right false 2 2 3 3 0 false false true
0 275 3 right false 11 15 79 143 0 true false false
0 275 4 left false 4 5 5 6 0 false false false
0 275 5 left false 11 15 13 16 0 false false false
0 275 6 right false 4 5 5 6 0 false false false
0 275 7 right false 24 38 60 102 0 true false false
0 291 3 right false 37 130 85 153 -1 true false false
0 283 1 left false 4 5 5 6 0 false false false
0 283 2 right false 31 55 40 60 0 false false false
0 283 3 right false 4 5 5 6 0 false false false
0 283 4 left false 1 1 1 1 0 false false false
0 283 5 right false 4 5 5 6 0 false false false
0 283 6 left false 0 0 0 0 0 false false false
0 283 7 left false 1 1 1 1 0 false false false
0 283 8 right false 4 5 29 38 0 true false false
0 283 9 left false 11 15 13 16 0 false false false
0 283 10 right true 31 55 40 60 0 false false false
0 283 11 right true 26 40 33 44 0 false false false
0 283 12 left true 31 55 40 60 0 false false false
0 283 13 left true 26 40 33 44 0 false false true
0 283 14 left false 4 5 103 187 0 false true false
0 283 15 right false 4 41 5 45 -1 false false false
0 295 2 right false 4 5 5 6 0 false false false
0 295 3 right false 37 130 85 153 -1 true false false
0 295 4 left false 37 130 52 154 -1 false false true
0 295 5 right false 1 1 2 2 0 false true false
0 296 1 left false 67 159 99 188 -1 false false false
0 296 2 right false 67 159 99 188 -1 false false false
0 296 3 left false 24 155 42 183 1 false false false
0 296 4 left false 11 15 13 16 0 false false false
0 296 5 right true 1 1 1 1 0 false false false
0 296 6 left false 17 23 19 24 0 false false false
0 297 0 left false 67 159 99 188 -1 false false false
0 297 1 left false 67 159 99 188 -1 false false false
0 297 2 right false 67 159 99 188 -1 false false false
0 297 3 left false 11 15 13 16 0 false false false
0 297 4 right false 1 1 1 1 0 false false false
0 297 5 left false 17 23 19 24 0 false false false
0 298 1 right false 71 160 104 189 0 false false false
0 298 2 left false 11 56 105 190 1 true false false
0 298 3 right false 11 56 35 62 1 false false false
0 298 4 left false 23 66 30 72 1 false false false
0 298 5 right false 2 2 3 3 0 false false true
0 298 6 left false 11 161 35 191 1 false false false
0 298 7 right false 11 162 35 192 1 false false false
0 298 8 left false 15 21 17 22 -1 false false false
0 298 9 right false 4 43 26 47 1 false false false
0 298 10 left false 58 163 106 193 1 true false false
0 298 11 right false 2 2 3 3 0 false false true
0 298 12 right false 3 164 22 194 -1 false false false
0 298 13 left false 26 165 33 195 -1 false false false
0 298 14 right false 2 2 3 3 0 false false true
0 298 15 left false 10 166 12 196 0 false false false
0 298 16 right false 10 166 107 197 0 true false false
0 298 17 left false 0 0 0 0 0 false false false
0 298 18 right false 4 43 26 47 1 false false false
0 298 19 left false 24 67 83 198 1 true false false
0 298 20 right false 2 2 3 3 0 false false true
0 298 21 left false 9 12 11 13 0 false false false
0 299 0 left false 24 38 31 42 0 false false false
0 299 1 left false 24 38 31 42 0 false false false
0 335 2 right false 26 40 33 44 0 false false false
0 299 2 right false 24 38 31 42 0 false false false
0 299 3 right false 0 0 0 0 0 false false false
0 299 4 left false 11 15 13 16 0 false false false
0 299 5 right false 2 2 3 3 0 false false true
0 301 1 left false 24 57 42 63 1 false false false
0 301 2 right false 2 2 3 3 0 false false true
0 301 3 left false 58 167 84 199 -1 false false false
0 301 4 right false 58 167 84 199 -1 false false false
0 301 5 left false 3 168 4 200 1 false false false
0 302 0 left false 24 57 42 63 1 false false false
0 302 1 left false 24 57 42 63 1 false false false
0 302 2 right false 24 57 42 63 1 false false true
0 302 3 right false 58 167 84 199 -1 false false false
0 302 4 left false 3 168 4 200 1 false false false
0 312 1 left false 0 0 0 0 0 false false false
0 312 2 right false 4 5 5 6 0 false false false
0 312 3 left false 0 0 0 0 0 false false false
0 312 4 right true 1 1 1 1 0 false false false
0 312 5 left false 1 1 1 1 0 false false true
0 312 6 left false 4 5 5 6 0 false false false
0 319 0 left false 0 0 0 0 0 false false false
0 319 1 left false 0 0 0 0 0 false false false
0 319 2 right false 4 5 5 6 0 false false false
0 319 3 right false 1 1 1 1 0 false false false
0 319 4 left false 1 1 1 1 0 false false true
0 319 5 left false 4 5 5 6 0 false false false
0 320 0 left false 0 0 0 0 0 false false false
0 320 1 left false 0 0 0 0 0 false false false
0 320 2 right false 4 5 5 6 0 false false false
0 320 3 right false 1 1 1 1 0 false false false
0 320 4 left false 1 1 1 1 0 false false true
0 320 5 left false 4 5 5 6 0 false false false
0 321 0 left false 0 0 0 0 0 false false false
0 321 1 left false 0 0 0 0 0 false false false
0 321 2 left false 0 0 0 0 0 false false false
0 321 3 left false 0 0 0 0 0 false false false
0 321 4 left false 0 0 0 0 0 false false false
0 321 5 right false 4 5 5 6 0 false false false
0 322 0 left false 0 0 0 0 0 false false false
0 322 1 left false 0 0 0 0 0 false false false
0 322 2 left false 0 0 0 0 0 false false false
0 322 3 right false 1 1 1 1 0 false false false
0 322 4 left false 1 1 1 1 0 false false true
0 322 5 left false 4 5 5 6 0 false false false
0 322 6 left false 0 0 0 0 0 false false false
0 322 7 left false 0 0 0 0 0 false false false
0 322 8 right false 4 5 5 6 0 false false false
0 322 9 right false 1 1 1 1 0 false false false
0 322 10 left false 1 1 1 1 0 false false true
0 322 11 left false 4 5 5 6 0 false false false
0 322 12 left false 0 0 0 0 0 false false false
0 322 13 left false 0 0 0 0 0 false false false
0 322 14 left false 0 0 0 0 0 false false false
0 322 15 left false 0 0 0 0 0 false false false
0 322 16 left false 0 0 0 0 0 false false false
0 322 17 left false 0 0 0 0 0 false false false
0 323 0 left false 0 0 0 0 0 false false false
0 323 1 left false 0 0 0 0 0 false false false
0 323 2 left false 0 0 0 0 0 false false false
0 323 3 right false 1 1 1 1 0 false false false
0 323 4 left false 1 1 1 1 0 false false true
0 323 5 left false 4 5 5 6 0 false false false
0 323 6 left false 0 0 0 0 0 false false false
0 323 7 left false 0 0 0 0 0 false false false
0 323 8 left false 0 0 0 0 0 false false false
0 323 9 left false 0 0 0 0 0 false false false
0 323 10 left false 0 0 0 0 0 false false false
0 323 11 right false 4 5 5 6 0 false false false
0 324 0 left false 0 0 0 0 0 false false false
0 324 1 left false 0 0 0 0 0 false false false
0 324 2 left false 0 0 0 0 0 false false false
0 324 3 right false 1 1 1 1 0 false false false
0 324 4 left false 1 1 1 1 0 false false true
0 324 5 left false 4 5 5 6 0 false false false
0 324 6 left false 0 0 0 0 0 false false false
0 324 7 left false 0 0 0 0 0 false false false
0 324 8 left false 0 0 0 0 0 false false false
0 324 9 left false 0 0 0 0 0 false false false
0 324 10 left false 0 0 0 0 0 false false false
0 324 11 right false 4 5 5 6 0 false false false
0 325 1 left false 10 169 12 201 -1 false false false
0 325 2 right true 4 5 5 6 0 false false false
0 325 3 left true 24 38 31 42 0 false false false
0 325 4 right true 11 170 13 202 -1 false false false
